ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
A_24_P410721,8.69E-01,7.53E-01,-3.18E-01,-6.513741,-2.20E-01,C5orf47,chromosome 5 open reading frame 47
A_23_P166371,8.69E-01,7.53E-01,-3.18E-01,-6.513763,-1.79E-01,VPREB3,pre-B lymphocyte 3
A_32_P203939,8.69E-01,7.53E-01,3.17E-01,-6.513775,7.82E-02,,
A_32_P49832,8.69E-01,7.53E-01,-3.17E-01,-6.513828,-1.54E-01,CEP85L,centrosomal protein 85 like
A_23_P327307,8.69E-01,7.53E-01,3.17E-01,-6.513856,1.94E-01,PAK2,p21 (RAC1) activated kinase 2
A_24_P556328,8.69E-01,7.53E-01,-3.17E-01,-6.513867,-1.71E-01,,
A_24_P326660,8.69E-01,7.53E-01,3.17E-01,-6.513877,1.09E-01,MCAM,melanoma cell adhesion molecule
A_23_P97046,8.69E-01,7.53E-01,-3.17E-01,-6.513933,-1.92E-01,ALPL,"alkaline phosphatase, liver/bone/kidney"
A_24_P767972,8.70E-01,7.53E-01,-3.17E-01,-6.513972,-1.29E-01,,
A_32_P189093,8.70E-01,7.53E-01,3.17E-01,-6.514003,1.24E-01,,
A_24_P457304,8.70E-01,7.53E-01,3.17E-01,-6.514006,1.53E-01,,
A_23_P370054,8.70E-01,7.53E-01,-3.17E-01,-6.514015,-1.75E-01,MAGEB18,MAGE family member B18
A_24_P935345,8.70E-01,7.53E-01,3.17E-01,-6.51403,2.17E-01,LOC100507646,uncharacterized LOC100507646
A_32_P143931,8.70E-01,7.53E-01,3.17E-01,-6.514037,1.64E-01,,
A_23_P121976,8.70E-01,7.53E-01,-3.17E-01,-6.514049,-1.47E-01,POU4F3,POU class 4 homeobox 3
A_23_P342709,8.70E-01,7.54E-01,3.16E-01,-6.514098,1.95E-01,FBXO15,F-box protein 15
A_23_P99956,8.70E-01,7.54E-01,-3.16E-01,-6.514098,-1.33E-01,ALDH1A2,aldehyde dehydrogenase 1 family member A2
A_32_P24656,8.70E-01,7.54E-01,-3.16E-01,-6.514125,-1.18E-01,,
A_24_P51080,8.70E-01,7.54E-01,-3.16E-01,-6.514142,-1.92E-01,NR2F1-AS1,NR2F1 antisense RNA 1
A_32_P441689,8.70E-01,7.54E-01,-3.16E-01,-6.514148,-1.44E-01,,
A_24_P926450,8.70E-01,7.54E-01,3.16E-01,-6.514158,1.80E-01,,
A_24_P287129,8.70E-01,7.54E-01,3.16E-01,-6.514159,7.88E-02,HSPA8,heat shock protein family A (Hsp70) member 8
A_23_P131614,8.70E-01,7.54E-01,-3.16E-01,-6.51416,-1.67E-01,COL6A3,collagen type VI alpha 3 chain
A_24_P938313,8.70E-01,7.54E-01,3.16E-01,-6.514177,1.22E-01,FHIT,fragile histidine triad
A_32_P461386,8.70E-01,7.54E-01,-3.16E-01,-6.514201,-1.52E-01,LOC100131840,uncharacterized LOC100131840
A_32_P19135,8.70E-01,7.54E-01,-3.16E-01,-6.514206,-1.23E-01,RAB4B,"RAB4B, member RAS oncogene family"
A_24_P27412,8.70E-01,7.54E-01,3.16E-01,-6.514212,1.22E-01,SNUPN,snurportin 1
A_23_P364792,8.70E-01,7.54E-01,3.16E-01,-6.514293,2.89E-01,TXLNGY,"taxilin gamma pseudogene, Y-linked"
A_23_P257155,8.70E-01,7.54E-01,3.16E-01,-6.514294,1.34E-01,ATXN7,ataxin 7
A_24_P151,8.70E-01,7.54E-01,-3.16E-01,-6.514316,-1.59E-01,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
A_32_P28078,8.70E-01,7.54E-01,3.16E-01,-6.514319,1.78E-01,,
A_23_P250747,8.70E-01,7.54E-01,3.16E-01,-6.51432,1.62E-01,PCAT4,prostate cancer associated transcript 4 (non-protein coding)
A_24_P928306,8.70E-01,7.54E-01,3.15E-01,-6.514409,1.41E-01,SFTPA2,surfactant protein A2
A_23_P255111,8.70E-01,7.54E-01,3.15E-01,-6.514417,1.17E-01,,
A_24_P302998,8.70E-01,7.54E-01,3.15E-01,-6.514419,8.29E-02,ATP5I,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E"
A_24_P224538,8.70E-01,7.54E-01,3.15E-01,-6.51442,1.17E-01,STARD3,StAR related lipid transfer domain containing 3
A_24_P257971,8.70E-01,7.54E-01,-3.15E-01,-6.51446,-1.28E-01,SLC27A4,solute carrier family 27 member 4
A_24_P237511,8.70E-01,7.55E-01,3.15E-01,-6.514486,3.70E-01,EIF1AY,"eukaryotic translation initiation factor 1A, Y-linked"
A_32_P87769,8.70E-01,7.55E-01,3.15E-01,-6.514491,9.47E-02,FBXO33,F-box protein 33
A_32_P85978,8.70E-01,7.55E-01,3.15E-01,-6.51455,8.47E-02,ZNF414,zinc finger protein 414
A_24_P533142,8.70E-01,7.55E-01,3.15E-01,-6.514554,1.35E-01,,
A_23_P29441,8.70E-01,7.55E-01,-3.15E-01,-6.514569,-8.07E-02,SLMAP,sarcolemma associated protein
A_32_P84858,8.70E-01,7.55E-01,-3.15E-01,-6.514598,-9.27E-02,,
A_23_P397019,8.70E-01,7.55E-01,-3.15E-01,-6.514599,-9.85E-02,DNAJC25,DnaJ heat shock protein family (Hsp40) member C25
A_23_P25746,8.70E-01,7.55E-01,-3.15E-01,-6.514608,-1.24E-01,ARHGAP5-AS1,ARHGAP5 antisense RNA 1 (head to head)
A_23_P255317,8.70E-01,7.55E-01,3.15E-01,-6.514615,9.31E-02,RNF14,ring finger protein 14
A_23_P204225,8.70E-01,7.55E-01,3.15E-01,-6.514634,1.86E-01,,
A_23_P142304,8.70E-01,7.55E-01,3.15E-01,-6.514655,1.33E-01,MKNK2,MAP kinase interacting serine/threonine kinase 2
A_32_P26376,8.71E-01,7.55E-01,-3.15E-01,-6.514678,-9.53E-02,POGLUT1,protein O-glucosyltransferase 1
A_32_P169906,8.71E-01,7.55E-01,-3.14E-01,-6.514722,-9.49E-02,,
A_32_P20997,8.71E-01,7.55E-01,-3.14E-01,-6.514734,-2.49E-01,CSE1L-AS1,CSE1L antisense RNA 1
A_24_P141804,8.71E-01,7.55E-01,-3.14E-01,-6.514773,-8.75E-02,TMTC3,transmembrane and tetratricopeptide repeat containing 3
A_23_P133656,8.71E-01,7.55E-01,-3.14E-01,-6.514774,-1.33E-01,LAMA4,laminin subunit alpha 4
A_24_P295633,8.71E-01,7.55E-01,3.14E-01,-6.514797,1.93E-01,PRR5L,proline rich 5 like
A_23_P163200,8.71E-01,7.55E-01,-3.14E-01,-6.514804,-1.30E-01,RIN3,Ras and Rab interactor 3
A_23_P351328,8.71E-01,7.55E-01,3.14E-01,-6.514853,1.79E-01,PRR30,proline rich 30
A_32_P35855,8.71E-01,7.55E-01,-3.14E-01,-6.514858,-9.55E-02,,
A_32_P23525,8.71E-01,7.55E-01,3.14E-01,-6.51486,1.57E-01,,
A_23_P130435,8.71E-01,7.55E-01,-3.14E-01,-6.51487,-1.89E-01,LIM2,lens intrinsic membrane protein 2
A_24_P550411,8.71E-01,7.55E-01,3.14E-01,-6.514887,2.25E-01,,
A_32_P53678,8.71E-01,7.56E-01,-3.14E-01,-6.514976,-1.43E-01,,
A_24_P38754,8.71E-01,7.56E-01,-3.14E-01,-6.514978,-1.16E-01,CISD1,CDGSH iron sulfur domain 1
A_23_P128911,8.71E-01,7.56E-01,-3.14E-01,-6.514996,-1.20E-01,LINC00216,long intergenic non-protein coding RNA 216
A_24_P915639,8.71E-01,7.56E-01,3.14E-01,-6.514997,2.09E-01,TRBV20OR9-2,T cell receptor beta variable 20/OR9-2 (non-functional)
A_24_P912606,8.71E-01,7.56E-01,3.14E-01,-6.515011,2.27E-01,,
A_24_P924602,8.71E-01,7.56E-01,3.14E-01,-6.51502,1.24E-01,TH,tyrosine hydroxylase
A_23_P363472,8.71E-01,7.56E-01,3.13E-01,-6.515041,1.10E-01,NDFIP2,Nedd4 family interacting protein 2
A_23_P218706,8.71E-01,7.56E-01,-3.13E-01,-6.515048,-8.18E-02,ZNF343,zinc finger protein 343
A_32_P219086,8.71E-01,7.56E-01,3.13E-01,-6.515056,1.97E-01,LOC100506470,uncharacterized LOC100506470
A_24_P911621,8.71E-01,7.56E-01,-3.13E-01,-6.515073,-1.80E-01,CACNA1E,calcium voltage-gated channel subunit alpha1 E
A_32_P116206,8.71E-01,7.56E-01,3.13E-01,-6.515073,6.64E-02,RELL1,RELT like 1
A_23_P90375,8.71E-01,7.56E-01,3.13E-01,-6.515105,9.94E-02,TMEM259,transmembrane protein 259
A_32_P39394,8.71E-01,7.56E-01,3.13E-01,-6.515118,1.85E-01,GLIS3,GLIS family zinc finger 3
A_24_P755984,8.71E-01,7.56E-01,3.13E-01,-6.51513,1.58E-01,,
A_32_P4294,8.71E-01,7.56E-01,3.13E-01,-6.515132,1.50E-01,,
A_32_P202246,8.71E-01,7.56E-01,-3.13E-01,-6.515145,-1.46E-01,MYO16,myosin XVI
A_24_P567944,8.71E-01,7.56E-01,3.13E-01,-6.515195,9.36E-02,HCG18,HLA complex group 18 (non-protein coding)
A_23_P99625,8.71E-01,7.56E-01,-3.13E-01,-6.515214,-1.53E-01,FITM1,fat storage inducing transmembrane protein 1
A_24_P683413,8.71E-01,7.56E-01,3.13E-01,-6.515285,1.70E-01,,
A_24_P341985,8.71E-01,7.56E-01,3.13E-01,-6.515302,2.35E-01,BCO2,beta-carotene oxygenase 2
A_23_P155276,8.71E-01,7.56E-01,3.13E-01,-6.515303,8.04E-02,CGGBP1,CGG triplet repeat binding protein 1
A_23_P250251,8.71E-01,7.56E-01,-3.13E-01,-6.515303,-1.29E-01,IFNA2,interferon alpha 2
A_23_P215491,8.71E-01,7.56E-01,-3.13E-01,-6.515304,-9.55E-02,CCL24,C-C motif chemokine ligand 24
A_24_P219474,8.71E-01,7.56E-01,3.13E-01,-6.515307,2.90E-01,MGAT5B,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B"
A_24_P84808,8.71E-01,7.56E-01,-3.13E-01,-6.515309,-7.81E-02,,
A_32_P82515,8.72E-01,7.57E-01,3.12E-01,-6.515371,1.12E-01,,
A_24_P287189,8.72E-01,7.57E-01,-3.12E-01,-6.515399,-1.17E-01,TOLLIP,toll interacting protein
A_32_P83997,8.72E-01,7.57E-01,3.12E-01,-6.515408,1.49E-01,RTN3,reticulon 3
A_32_P201773,8.72E-01,7.57E-01,3.12E-01,-6.51541,1.00E-01,AMMECR1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
A_24_P544543,8.72E-01,7.57E-01,3.12E-01,-6.515416,1.46E-01,,
A_24_P168456,8.72E-01,7.57E-01,-3.12E-01,-6.51544,-1.12E-01,ATP5D,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
A_23_P52323,8.72E-01,7.57E-01,3.12E-01,-6.515444,3.07E-01,COL17A1,collagen type XVII alpha 1 chain
A_24_P27644,8.72E-01,7.57E-01,3.12E-01,-6.515483,1.39E-01,,
A_23_P202004,8.72E-01,7.57E-01,-3.12E-01,-6.515485,-1.88E-01,PRTFDC1,phosphoribosyl transferase domain containing 1
A_23_P115998,8.72E-01,7.57E-01,-3.12E-01,-6.515485,-1.24E-01,SPI1,Spi-1 proto-oncogene
A_24_P937915,8.72E-01,7.57E-01,-3.12E-01,-6.515487,-1.82E-01,PRKCH,protein kinase C eta
A_32_P70203,8.72E-01,7.57E-01,3.12E-01,-6.515511,1.31E-01,FAM41C,family with sequence similarity 41 member C
A_23_P96350,8.72E-01,7.57E-01,-3.12E-01,-6.51553,-8.72E-02,PRAF2,PRA1 domain family member 2
A_24_P195240,8.72E-01,7.57E-01,-3.12E-01,-6.515565,-1.26E-01,EHBP1L1,EH domain binding protein 1 like 1
A_24_P221575,8.72E-01,7.57E-01,3.12E-01,-6.515593,1.22E-01,RUFY3,RUN and FYVE domain containing 3
A_24_P388252,8.72E-01,7.57E-01,3.12E-01,-6.515597,1.35E-01,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha"
A_24_P552131,8.72E-01,7.57E-01,-3.12E-01,-6.515604,-1.98E-01,,
A_32_P738377,8.72E-01,7.57E-01,-3.12E-01,-6.515615,-1.88E-01,AATBC,apoptosis associated transcript in bladder cancer
A_32_P119736,8.72E-01,7.57E-01,-3.12E-01,-6.515621,-1.59E-01,,
A_24_P59827,8.72E-01,7.57E-01,3.12E-01,-6.51564,2.01E-01,,
A_24_P265342,8.72E-01,7.57E-01,3.12E-01,-6.515652,1.25E-01,,
A_23_P58046,8.72E-01,7.57E-01,-3.11E-01,-6.515668,-1.56E-01,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase"
A_32_P161751,8.72E-01,7.57E-01,3.11E-01,-6.51569,1.38E-01,FLJ33534,uncharacterized LOC285150
A_23_P85441,8.72E-01,7.57E-01,-3.11E-01,-6.515699,-1.42E-01,IGSF9,immunoglobulin superfamily member 9
A_24_P355609,8.72E-01,7.57E-01,-3.11E-01,-6.515708,-1.11E-01,MRGPRF,MAS related GPR family member F
A_24_P281304,8.72E-01,7.58E-01,-3.11E-01,-6.515747,-1.50E-01,,
A_32_P145989,8.72E-01,7.58E-01,-3.11E-01,-6.515798,-2.07E-01,PRDM15,PR/SET domain 15
A_24_P312692,8.72E-01,7.58E-01,-3.11E-01,-6.515856,-1.23E-01,API5,apoptosis inhibitor 5
A_24_P143118,8.72E-01,7.58E-01,-3.11E-01,-6.515856,-2.39E-01,SCML2,sex comb on midleg-like 2 (Drosophila)
A_23_P106226,8.72E-01,7.58E-01,-3.11E-01,-6.515919,-8.86E-02,CHMP4A,charged multivesicular body protein 4A
A_23_P129786,8.72E-01,7.58E-01,-3.11E-01,-6.515928,-1.03E-01,SREBF1,sterol regulatory element binding transcription factor 1
A_23_P25475,8.72E-01,7.58E-01,-3.11E-01,-6.515948,-1.53E-01,SOAT2,sterol O-acyltransferase 2
A_24_P918782,8.72E-01,7.58E-01,-3.11E-01,-6.515955,-1.27E-01,,
A_32_P923734,8.72E-01,7.58E-01,3.10E-01,-6.515991,1.51E-01,HIP1,huntingtin interacting protein 1
A_24_P880155,8.72E-01,7.58E-01,3.10E-01,-6.51601,1.77E-01,,
A_24_P927996,8.72E-01,7.58E-01,-3.10E-01,-6.516011,-1.29E-01,,
A_24_P134356,8.72E-01,7.58E-01,3.10E-01,-6.51602,1.05E-01,BTBD3,BTB domain containing 3
A_23_P368718,8.72E-01,7.58E-01,3.10E-01,-6.516047,1.14E-01,SPRYD7,SPRY domain containing 7
A_24_P583281,8.73E-01,7.58E-01,3.10E-01,-6.516085,1.75E-01,FAM41C,family with sequence similarity 41 member C
A_32_P81216,8.73E-01,7.58E-01,3.10E-01,-6.516093,2.30E-01,CFAP65,cilia and flagella associated protein 65
A_23_P7732,8.73E-01,7.58E-01,3.10E-01,-6.516116,1.16E-01,CETN3,centrin 3
A_32_P40611,8.73E-01,7.58E-01,3.10E-01,-6.516121,1.50E-01,,
A_32_P2177,8.73E-01,7.58E-01,3.10E-01,-6.516123,8.57E-02,,
A_32_P90730,8.73E-01,7.58E-01,-3.10E-01,-6.516132,-1.35E-01,,
A_23_P207125,8.73E-01,7.58E-01,-3.10E-01,-6.516135,-1.17E-01,NLGN2,neuroligin 2
A_24_P339429,8.73E-01,7.58E-01,-3.10E-01,-6.516135,-3.49E-01,KCNJ12,potassium voltage-gated channel subfamily J member 12
A_24_P155761,8.73E-01,7.58E-01,-3.10E-01,-6.516147,-9.73E-02,AKAP13,A-kinase anchoring protein 13
A_23_P407472,8.73E-01,7.59E-01,3.10E-01,-6.516157,1.74E-01,RHO,rhodopsin
A_23_P140884,8.73E-01,7.59E-01,3.10E-01,-6.516158,2.56E-01,,
A_23_P99437,8.73E-01,7.59E-01,-3.10E-01,-6.516217,-1.01E-01,ING1,inhibitor of growth family member 1
A_32_P190404,8.73E-01,7.59E-01,-3.10E-01,-6.516276,-1.64E-01,FLVCR1-AS1,FLVCR1 antisense RNA 1 (head to head)
A_23_P21063,8.73E-01,7.59E-01,3.09E-01,-6.516308,1.50E-01,SCN5A,sodium voltage-gated channel alpha subunit 5
A_23_P16483,8.73E-01,7.59E-01,3.09E-01,-6.516312,1.08E-01,STK11,serine/threonine kinase 11
A_32_P14582,8.73E-01,7.59E-01,3.09E-01,-6.516346,1.72E-01,C3P1,complement component 3 precursor pseudogene
A_23_P139408,8.73E-01,7.59E-01,3.09E-01,-6.516381,8.10E-02,ZNF148,zinc finger protein 148
A_32_P164314,8.73E-01,7.59E-01,3.09E-01,-6.516401,1.03E-01,MORF4L1,mortality factor 4 like 1
A_32_P223456,8.73E-01,7.59E-01,3.09E-01,-6.516422,1.34E-01,RPS9,ribosomal protein S9
A_24_P276808,8.73E-01,7.59E-01,3.09E-01,-6.516499,1.46E-01,PTPN7,"protein tyrosine phosphatase, non-receptor type 7"
A_32_P67533,8.73E-01,7.59E-01,-3.09E-01,-6.51651,-7.61E-02,L3MBTL3,l(3)mbt-like 3 (Drosophila)
A_32_P151077,8.73E-01,7.59E-01,3.09E-01,-6.516513,7.15E-02,FGD5-AS1,FGD5 antisense RNA 1
A_24_P213710,8.73E-01,7.59E-01,-3.09E-01,-6.516522,-1.04E-01,AHI1,Abelson helper integration site 1
A_23_P387537,8.73E-01,7.60E-01,-3.09E-01,-6.516572,-2.24E-01,PRRG3,proline rich and Gla domain 3
A_32_P130577,8.73E-01,7.60E-01,-3.08E-01,-6.516603,-1.14E-01,PMS1,"PMS1 homolog 1, mismatch repair system component"
A_32_P12552,8.74E-01,7.60E-01,-3.08E-01,-6.516654,-1.86E-01,UG0898H09,uncharacterized LOC643763
A_24_P452175,8.74E-01,7.60E-01,-3.08E-01,-6.516671,-1.65E-01,,
A_23_P1343,8.74E-01,7.60E-01,3.08E-01,-6.516694,1.31E-01,STAM,signal transducing adaptor molecule
A_23_P54736,8.74E-01,7.60E-01,3.08E-01,-6.516708,3.07E-01,GNG13,G protein subunit gamma 13
A_23_P123830,8.74E-01,7.60E-01,-3.08E-01,-6.516718,-1.52E-01,,
A_24_P290999,8.74E-01,7.60E-01,3.08E-01,-6.516734,1.71E-01,NEAT1,nuclear paraspeckle assembly transcript 1 (non-protein coding)
A_24_P187970,8.74E-01,7.60E-01,-3.08E-01,-6.516751,-1.62E-01,PADI2,peptidyl arginine deiminase 2
A_24_P393644,8.74E-01,7.60E-01,3.08E-01,-6.51678,1.45E-01,GYPB,glycophorin B (MNS blood group)
A_24_P283395,8.74E-01,7.60E-01,-3.08E-01,-6.516786,-9.59E-02,ADCK2,aarF domain containing kinase 2
A_23_P134147,8.74E-01,7.60E-01,3.08E-01,-6.516809,6.73E-02,ZBTB24,zinc finger and BTB domain containing 24
A_24_P162254,8.74E-01,7.60E-01,3.08E-01,-6.516819,1.54E-01,HHIPL1,HHIP like 1
A_24_P942112,8.74E-01,7.60E-01,3.08E-01,-6.516824,1.36E-01,,
A_24_P195794,8.74E-01,7.60E-01,3.08E-01,-6.51683,7.77E-02,RPS2P47,ribosomal protein S2 pseudogene 47
A_24_P29733,8.74E-01,7.60E-01,3.08E-01,-6.516868,1.46E-01,CDK14,cyclin dependent kinase 14
A_23_P42435,8.74E-01,7.60E-01,-3.08E-01,-6.516882,-7.72E-02,DTNBP1,dystrobrevin binding protein 1
A_23_P131789,8.74E-01,7.60E-01,3.08E-01,-6.516903,1.41E-01,BPI,bactericidal/permeability-increasing protein
A_23_P62406,8.74E-01,7.60E-01,-3.08E-01,-6.516907,-1.56E-01,F9,coagulation factor IX
A_23_P75663,8.74E-01,7.60E-01,-3.07E-01,-6.516912,-1.43E-01,OR4D5,olfactory receptor family 4 subfamily D member 5
A_24_P221385,8.74E-01,7.61E-01,3.07E-01,-6.516988,1.42E-01,LOC101928068,uncharacterized LOC101928068
A_23_P12826,8.74E-01,7.61E-01,-3.07E-01,-6.516994,-1.70E-01,STAMBPL1,STAM binding protein like 1
A_24_P927507,8.74E-01,7.61E-01,3.07E-01,-6.516995,1.39E-01,OSBPL1A,oxysterol binding protein like 1A
A_23_P7512,8.74E-01,7.61E-01,3.07E-01,-6.517036,1.01E-01,,
A_23_P378722,8.74E-01,7.61E-01,3.07E-01,-6.51704,1.15E-01,SAT1,spermidine/spermine N1-acetyltransferase 1
A_23_P83388,8.74E-01,7.61E-01,3.07E-01,-6.517058,2.20E-01,EPPK1,epiplakin 1
A_24_P940599,8.74E-01,7.61E-01,3.07E-01,-6.517068,1.33E-01,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein
A_23_P1585,8.74E-01,7.61E-01,3.07E-01,-6.517068,7.38E-02,ESRRA,estrogen related receptor alpha
A_23_P148959,8.74E-01,7.61E-01,3.07E-01,-6.51708,1.21E-01,TM2D1,TM2 domain containing 1
A_32_P118372,8.74E-01,7.61E-01,-3.07E-01,-6.517101,-1.20E-01,INTU,inturned planar cell polarity protein
A_23_P363206,8.74E-01,7.61E-01,3.07E-01,-6.517114,9.07E-02,RBBP6,"RB binding protein 6, ubiquitin ligase"
A_23_P108303,8.74E-01,7.61E-01,3.07E-01,-6.517126,8.62E-02,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7
A_24_P194962,8.74E-01,7.61E-01,3.07E-01,-6.517134,9.01E-02,,
A_24_P170936,8.74E-01,7.61E-01,-3.07E-01,-6.517197,-1.08E-01,MCPH1,microcephalin 1
A_23_P96611,8.74E-01,7.61E-01,3.06E-01,-6.517227,1.41E-01,LUZP4,leucine zipper protein 4
A_23_P325887,8.74E-01,7.61E-01,-3.06E-01,-6.517233,-1.39E-01,TBC1D8B,TBC1 domain family member 8B
A_23_P104689,8.74E-01,7.61E-01,3.06E-01,-6.517259,1.31E-01,RELA,"RELA proto-oncogene, NF-kB subunit"
A_24_P84558,8.74E-01,7.61E-01,-3.06E-01,-6.51726,-1.22E-01,,
A_32_P856518,8.74E-01,7.61E-01,3.06E-01,-6.517314,1.21E-01,,
A_23_P373619,8.74E-01,7.61E-01,-3.06E-01,-6.517318,-1.49E-01,IFNL3,interferon lambda 3
A_24_P393051,8.74E-01,7.61E-01,3.06E-01,-6.517337,1.33E-01,,
A_24_P41453,8.74E-01,7.61E-01,3.06E-01,-6.517338,1.53E-01,,
A_23_P47199,8.74E-01,7.61E-01,3.06E-01,-6.517349,2.71E-01,SLC22A11,solute carrier family 22 member 11
A_24_P922497,8.74E-01,7.61E-01,-3.06E-01,-6.51736,-1.40E-01,,
A_23_P161596,8.74E-01,7.61E-01,-3.06E-01,-6.517364,-7.34E-02,FKBP2,FK506 binding protein 2
A_23_P50962,8.74E-01,7.61E-01,-3.06E-01,-6.517369,-1.14E-01,NCK2,NCK adaptor protein 2
A_23_P88703,8.75E-01,7.61E-01,3.06E-01,-6.517379,8.72E-02,TP53BP1,tumor protein p53 binding protein 1
A_23_P502158,8.75E-01,7.62E-01,3.06E-01,-6.517392,1.59E-01,ADAM11,ADAM metallopeptidase domain 11
A_23_P44648,8.75E-01,7.62E-01,3.06E-01,-6.51744,1.65E-01,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12
A_23_P3169,8.75E-01,7.62E-01,3.06E-01,-6.517441,1.41E-01,GMPR2,guanosine monophosphate reductase 2
A_23_P116557,8.75E-01,7.62E-01,3.06E-01,-6.517452,1.63E-01,LGALS9,galectin 9
A_24_P42379,8.75E-01,7.62E-01,-3.06E-01,-6.51746,-1.24E-01,FLJ40194,uncharacterized FLJ40194
A_24_P367454,8.75E-01,7.62E-01,-3.06E-01,-6.517468,-1.61E-01,ZEB2,zinc finger E-box binding homeobox 2
A_32_P147658,8.75E-01,7.62E-01,3.06E-01,-6.51748,1.92E-01,,
A_23_P252764,8.75E-01,7.62E-01,3.05E-01,-6.517531,1.51E-01,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
A_24_P791040,8.75E-01,7.62E-01,-3.05E-01,-6.517544,-1.28E-01,FBXW2,F-box and WD repeat domain containing 2
A_23_P44195,8.75E-01,7.62E-01,3.05E-01,-6.517551,1.09E-01,MSI2,musashi RNA binding protein 2
A_24_P556318,8.75E-01,7.62E-01,3.05E-01,-6.517567,1.51E-01,SAA3P,serum amyloid A3 pseudogene
A_23_P143047,8.75E-01,7.62E-01,-3.05E-01,-6.517611,-1.12E-01,,
A_24_P41339,8.75E-01,7.62E-01,-3.05E-01,-6.517611,-6.64E-02,,
A_23_P200524,8.75E-01,7.62E-01,-3.05E-01,-6.517626,-1.41E-01,AK4,adenylate kinase 4
A_24_P929724,8.75E-01,7.62E-01,-3.05E-01,-6.517632,-7.36E-02,IBTK,inhibitor of Bruton tyrosine kinase
A_23_P73702,8.75E-01,7.62E-01,-3.05E-01,-6.517713,-1.19E-01,MED12,mediator complex subunit 12
A_32_P194115,8.75E-01,7.62E-01,-3.05E-01,-6.517731,-1.47E-01,SUN2,Sad1 and UNC84 domain containing 2
A_23_P12628,8.75E-01,7.62E-01,3.05E-01,-6.51774,1.72E-01,,
A_23_P395632,8.75E-01,7.62E-01,3.05E-01,-6.517741,1.98E-01,R3HDML,R3H domain containing like
A_32_P7783,8.75E-01,7.62E-01,-3.05E-01,-6.517759,-1.06E-01,,
A_23_P39755,8.75E-01,7.62E-01,3.05E-01,-6.517772,1.86E-01,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
A_24_P283535,8.75E-01,7.63E-01,-3.05E-01,-6.517806,-1.62E-01,ARHGEF10,Rho guanine nucleotide exchange factor 10
A_24_P322191,8.75E-01,7.63E-01,3.05E-01,-6.517823,1.31E-01,CALCOCO2,calcium binding and coiled-coil domain 2
A_32_P94818,8.75E-01,7.63E-01,3.05E-01,-6.517824,1.59E-01,,
A_32_P108226,8.75E-01,7.63E-01,-3.04E-01,-6.517838,-1.72E-01,,
A_23_P319598,8.75E-01,7.63E-01,3.04E-01,-6.517851,1.56E-01,C4BPB,complement component 4 binding protein beta
A_24_P85348,8.75E-01,7.63E-01,-3.04E-01,-6.517855,-1.57E-01,LOC400620,uncharacterized LOC400620
A_24_P690076,8.75E-01,7.63E-01,-3.04E-01,-6.517855,-1.84E-01,,
A_32_P216122,8.75E-01,7.63E-01,-3.04E-01,-6.517873,-1.51E-01,,
A_24_P797455,8.75E-01,7.63E-01,-3.04E-01,-6.517878,-1.03E-01,,
A_32_P36767,8.75E-01,7.63E-01,3.04E-01,-6.517897,1.51E-01,,
A_32_P64106,8.75E-01,7.63E-01,3.04E-01,-6.517909,1.58E-01,,
A_32_P163805,8.75E-01,7.63E-01,-3.04E-01,-6.517909,-1.51E-01,LINC00301,long intergenic non-protein coding RNA 301
A_23_P94921,8.75E-01,7.63E-01,3.04E-01,-6.517913,1.05E-01,SLC20A2,solute carrier family 20 member 2
A_23_P343914,8.75E-01,7.63E-01,-3.04E-01,-6.517916,-9.20E-02,PDE12,phosphodiesterase 12
A_23_P86283,8.75E-01,7.63E-01,-3.04E-01,-6.517925,-1.54E-01,LAPTM5,lysosomal protein transmembrane 5
A_24_P278008,8.75E-01,7.63E-01,-3.04E-01,-6.51794,-1.08E-01,DCTN6,dynactin subunit 6
A_23_P50907,8.75E-01,7.63E-01,3.04E-01,-6.517948,1.79E-01,ITGAV,integrin subunit alpha V
A_24_P80776,8.75E-01,7.63E-01,-3.04E-01,-6.517953,-1.21E-01,SMIM13,small integral membrane protein 13
A_32_P233938,8.75E-01,7.63E-01,-3.04E-01,-6.517958,-1.12E-01,FAM133B,family with sequence similarity 133 member B
A_24_P252785,8.75E-01,7.63E-01,-3.04E-01,-6.517978,-1.55E-01,PTEN,phosphatase and tensin homolog
A_32_P73039,8.75E-01,7.63E-01,-3.04E-01,-6.517992,-1.43E-01,,
